*DESCRIPTION
*MEANS REPORT
************DESCRIPTION************
"File generated on","2022-03-25"
"",""
"NAPS Means Datafile",""
"",""
"Units:",""
"SO2 NO2 O3 NO and NOx are ppb",""
"CO is ppm",""
"PM10 and PM2.5 are in ug/m3",""
"",""
"Reporting criteria:",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
************MEANS REPORT************
"NAPS ID","City","Location","Latitude","Longitude","Elevation","LandUse","Pollutant","January","February","March","April","May","June","July","August","September","October","November","December","Average","StdDeviation","%Complete","","","","","","","","","","","",""
"041302","Bathurst","1255 Rough Waters Drive","47.609693","-65.633509","16","PE,SU,P2,R","O3","29","38","43","40","33","26","22","23","23","24","33","36","31","10","100","","","","","","","","","","","",""
"041302","Bathurst","1255 Rough Waters Drive","47.609693","-65.633509","16","PE,SU,P2,R","PM2.5","7","9","6","3","3","4","7","5","4","5","4","6","5","4","100","","","","","","","","","","","",""
"041501","Edmundston","19 Queen St.","47.363195","-68.322302","159","PS,SU,P2,R","NO","3","2","2","2","2","2","2","1","2","3","2","2","2","3","100","","","","","","","","","","","",""
"041501","Edmundston","19 Queen St.","47.363195","-68.322302","159","PS,SU,P2,R","NO2","6","6","6","4","3","3","3","2","3","4","5","6","5","4","100","","","","","","","","","","","",""
"041501","Edmundston","19 Queen St.","47.363195","-68.322302","159","PS,SU,P2,R","NOX","9","8","8","6","5","5","5","3","5","7","7","8","6","7","100","","","","","","","","","","","",""
"041501","Edmundston","19 Queen St.","47.363195","-68.322302","159","PS,SU,P2,R","O3","30","34","39","37","27","20","16","15","12","14","21","23","24","12","98","","","","","","","","","","","",""
"041501","Edmundston","19 Queen St.","47.363195","-68.322302","159","PS,SU,P2,R","PM2.5","11","12","12","8","7","9","14","9","5","5","6","8","9","7","98","","","","","","","","","","","",""
"041501","Edmundston","19 Queen St.","47.363195","-68.322302","159","PS,SU,P2,R","SO2","5.9","3","2.4","2.5","2.9","2","2.9","1.7","1.8","1.9","7","3.3","3.1","8.8","99","","","","","","","","","","","",""
"050103","Montreal","1050 A, Boul. Saint-Jean-Baptiste","45.641026","-73.499682","19","PE,LU,P4,R","NO","3","3","2","1","1","2","1","1","2","4","3","2","2","4","98","","","","","","","","","","","",""
"050103","Montreal","1050 A, Boul. Saint-Jean-Baptiste","45.641026","-73.499682","19","PE,LU,P4,R","NO2","11","11","11","7","6","8","7","6","6","8","10","8","8","7","98","","","","","","","","","","","",""
"050103","Montreal","1050 A, Boul. Saint-Jean-Baptiste","45.641026","-73.499682","19","PE,LU,P4,R","NOX","14","14","14","9","7","9","8","7","8","11","12","10","10","10","98","","","","","","","","","","","",""
"050103","Montreal","1050 A, Boul. Saint-Jean-Baptiste","45.641026","-73.499682","19","PE,LU,P4,R","O3","23","29","34","32","28","26","27","23","19","16","20","22","25","11","99","","","","","","","","","","","",""
"050103","Montreal","1050 A, Boul. Saint-Jean-Baptiste","45.641026","-73.499682","19","PE,LU,P4,R","PM2.5","9","8","8","6","5","6","9","5","6","6","7","8","7","6","99","","","","","","","","","","","",""
"050103","Montreal","1050 A, Boul. Saint-Jean-Baptiste","45.641026","-73.499682","19","PE,LU,P4,R","SO2","1.3","1.9","0.8","2","1.2","0.9","0.9","0.9","0.8","1","1","1","1.1","3.8","99","","","","","","","","","","","",""
"050109","Montreal","2495 Duncan / Decarie, Mt-Royal","45.502648","-73.663913","41","T,LU,P6,I","CO","0.27","0.27","0.27","0.22","0.21","0.23","0.25","0.23","0.25","0.26","0.25","0.25","0.25","0.09","100","","","","","","","","","","","",""
"050109","Montreal","2495 Duncan / Decarie, Mt-Royal","45.502648","-73.663913","41","T,LU,P6,I","NO","14","13","10","5","5","6","7","7","8","12","12","11","9","14","99","","","","","","","","","","","",""
"050109","Montreal","2495 Duncan / Decarie, Mt-Royal","45.502648","-73.663913","41","T,LU,P6,I","NO2","17","19","17","11","10","11","11","10","10","12","14","15","13","9","99","","","","","","","","","","","",""
"050109","Montreal","2495 Duncan / Decarie, Mt-Royal","45.502648","-73.663913","41","T,LU,P6,I","NOX","32","32","27","16","15","17","18","17","19","24","26","26","22","21","99","","","","","","","","","","","",""
"050109","Montreal","2495 Duncan / Decarie, Mt-Royal","45.502648","-73.663913","41","T,LU,P6,I","O3","19","22","27","27","24","23","23","20","16","14","16","18","21","10","99","","","","","","","","","","","",""
"050109","Montreal","2495 Duncan / Decarie, Mt-Royal","45.502648","-73.663913","41","T,LU,P6,I","PM2.5","12","11","12","7","7","9","12","8","7","8","9","10","9","7","100","","","","","","","","","","","",""
"050113","Laval","1160 Boul Pie-Ix","45.547463","-73.748317","35","PE,LU,P6,R","CO","0.24","0.24","0.23","0.2","0.17","0.17","0.18","0.18","0.19","0.21","0.21","0.21","0.2","0.08","90","","","","","","","","","","","",""
"050113","Laval","1160 Boul Pie-Ix","45.547463","-73.748317","35","PE,LU,P6,R","NO","2","2","2","1","1","1","1","1","2","3","2","2","2","5","97","","","","","","","","","","","",""
"050113","Laval","1160 Boul Pie-Ix","45.547463","-73.748317","35","PE,LU,P6,R","NO2","9","10","8","6","5","5","4","5","6","8","8","8","7","7","97","","","","","","","","","","","",""
"050113","Laval","1160 Boul Pie-Ix","45.547463","-73.748317","35","PE,LU,P6,R","NOX","11","13","10","7","6","5","5","6","7","11","10","10","8","10","97","","","","","","","","","","","",""
"050113","Laval","1160 Boul Pie-Ix","45.547463","-73.748317","35","PE,LU,P6,R","O3","25","29","35","32","29","27","26","24","19","16","21","23","26","11","96","","","","","","","","","","","",""
"050113","Laval","1160 Boul Pie-Ix","45.547463","-73.748317","35","PE,LU,P6,R","PM2.5","11","10","9","6","5","6","9","6","6","7","8","9","8","6","97","","","","","","","","","","","",""
"050119","Longueuil","Face Au 1819 Rue Victoria","45.52207","-73.4881","32","PE,LU,P6,R","NO","3","3","2","1","1","1","1","1","2","3","3","2","2","5","100","","","","","","","","","","","",""
"050119","Longueuil","Face Au 1819 Rue Victoria","45.52207","-73.4881","32","PE,LU,P6,R","NO2","11","10","9","6","6","6","6","5","6","8","9","8","7","6","100","","","","","","","","","","","",""
"050119","Longueuil","Face Au 1819 Rue Victoria","45.52207","-73.4881","32","PE,LU,P6,R","NOX","14","13","11","7","7","7","7","6","7","11","13","10","9","10","100","","","","","","","","","","","",""
"050119","Longueuil","Face Au 1819 Rue Victoria","45.52207","-73.4881","32","PE,LU,P6,R","O3","22","28","33","32","29","29","30","26","21","18","20","23","26","11","93","","","","","","","","","","","",""
"050119","Longueuil","Face Au 1819 Rue Victoria","45.52207","-73.4881","32","PE,LU,P6,R","PM2.5","10","9","9","5","5","6","10","6","6","7","8","8","7","5","100","","","","","","","","","","","",""
"050122","Brossard","En Face Du 8400 Avenue Sorbonne","45.448663","-73.480819","17","PE,LU,P5,R","NO","2","2","1","1","1","1","1","1","1","1","2","1","1","5","92","","","","","","","","","","","",""
"050122","Brossard","En Face Du 8400 Avenue Sorbonne","45.448663","-73.480819","17","PE,LU,P5,R","NO2","8","9","6","4","4","4","5","4","4","5","7","6","5","5","92","","","","","","","","","","","",""
"050122","Brossard","En Face Du 8400 Avenue Sorbonne","45.448663","-73.480819","17","PE,LU,P5,R","NOX","10","11","7","5","5","5","5","4","5","6","8","7","7","9","92","","","","","","","","","","","",""
"050122","Brossard","En Face Du 8400 Avenue Sorbonne","45.448663","-73.480819","17","PE,LU,P5,R","O3","26","31","36","33","30","29","29","25","21","19","21","23","27","11","91","","","","","","","","","","","",""
"050122","Brossard","En Face Du 8400 Avenue Sorbonne","45.448663","-73.480819","17","PE,LU,P5,R","PM2.5","8","7","7","5","5","6","9","5","5","5","7","8","7","5","92","","","","","","","","","","","",""
"050122","Brossard","En Face Du 8400 Avenue Sorbonne","45.448663","-73.480819","17","PE,LU,P5,R","SO2","0.2","0.2","0.2","0.1","0.2","0.3","0.4","0.2","0.2","0.1","0.2","0.2","0.2","0.4","90","","","","","","","","","","","",""
"050126","Montreal","20965 Ch. Sainte-Marie","45.426542","-73.928929","39","PE,LU,P3,R","NO","1","1","1","0","0","0","0","0","1","2","1","1","1","3","98","","","","","","","","","","","",""
"050126","Montreal","20965 Ch. Sainte-Marie","45.426542","-73.928929","39","PE,LU,P3,R","NO2","7","8","7","4","4","3","4","4","4","5","6","7","5","6","98","","","","","","","","","","","",""
"050126","Montreal","20965 Ch. Sainte-Marie","45.426542","-73.928929","39","PE,LU,P3,R","NOX","8","9","7","4","4","3","4","4","4","7","7","7","6","7","98","","","","","","","","","","","",""
"050126","Montreal","20965 Ch. Sainte-Marie","45.426542","-73.928929","39","PE,LU,P3,R","O3","28","32","38","34","29","29","29","25","21","16","23","24","28","11","94","","","","","","","","","","","",""
"050126","Montreal","20965 Ch. Sainte-Marie","45.426542","-73.928929","39","PE,LU,P3,R","PM2.5","7","7","7","4","4","4","7","5","5","5","6","7","6","5","98","","","","","","","","","","","",""
"050126","Montreal","20965 Ch. Sainte-Marie","45.426542","-73.928929","39","PE,LU,P3,R","SO2","0.4","0.4","0.2","0.2","0.1","0.2","0.2","0.3","0.2","0.2","0.2","0.2","0.2","0.6","99","","","","","","","","","","","",""
"050128","Montreal","90-A Rue Herve-Saint-Martin, Dorval","45.468322","-73.741198","33","PE,LU,P3,C","CO","0.23","0.24","0.22","0.18","0.17","0.16","0.18","0.17","0.18","0.19","0.19","0.2","0.19","0.07","99","","","","","","","","","","","",""
"050128","Montreal","90-A Rue Herve-Saint-Martin, Dorval","45.468322","-73.741198","33","PE,LU,P3,C","NO","6","5","3","1","1","1","1","2","3","5","4","4","3","8","95","","","","","","","","","","","",""
"050128","Montreal","90-A Rue Herve-Saint-Martin, Dorval","45.468322","-73.741198","33","PE,LU,P3,C","NO2","14","15","12","7","7","6","7","6","7","9","11","11","9","8","95","","","","","","","","","","","",""
"050128","Montreal","90-A Rue Herve-Saint-Martin, Dorval","45.468322","-73.741198","33","PE,LU,P3,C","NOX","20","20","14","9","8","8","8","8","10","14","15","15","12","14","95","","","","","","","","","","","",""
"050128","Montreal","90-A Rue Herve-Saint-Martin, Dorval","45.468322","-73.741198","33","PE,LU,P3,C","O3","22","26","33","30","29","29","30","25","20","17","21","21","25","11","99","","","","","","","","","","","",""
"050128","Montreal","90-A Rue Herve-Saint-Martin, Dorval","45.468322","-73.741198","33","PE,LU,P3,C","PM2.5","8","7","7","5","5","6","8","6","5","6","7","7","6","5","98","","","","","","","","","","","",""
"050129","Montreal","12400 Wilfrid-Ouellette (R-D-P)","45.651691","-73.573825","29","PE,LU,P4,R","CO","0.22","0.22","0.22","0.18","0.16","0.16","0.17","0.16","0.17","0.18","0.18","0.2","0.19","0.07","98","","","","","","","","","","","",""
"050129","Montreal","12400 Wilfrid-Ouellette (R-D-P)","45.651691","-73.573825","29","PE,LU,P4,R","NO","1","1","1","1","0","0","1","1","2","2","2","1","1","4","98","","","","","","","","","","","",""
"050129","Montreal","12400 Wilfrid-Ouellette (R-D-P)","45.651691","-73.573825","29","PE,LU,P4,R","NO2","9","9","7","4","3","4","4","4","5","6","7","8","6","6","98","","","","","","","","","","","",""
"050129","Montreal","12400 Wilfrid-Ouellette (R-D-P)","45.651691","-73.573825","29","PE,LU,P4,R","NOX","10","10","8","4","3","5","5","5","7","8","9","9","7","9","98","","","","","","","","","","","",""
"050129","Montreal","12400 Wilfrid-Ouellette (R-D-P)","45.651691","-73.573825","29","PE,LU,P4,R","O3","26","31","36","33","29","27","29","24","19","17","21","23","26","11","99","","","","","","","","","","","",""
"050129","Montreal","12400 Wilfrid-Ouellette (R-D-P)","45.651691","-73.573825","29","PE,LU,P4,R","PM2.5","9","8","8","5","5","6","8","6","6","6","7","8","7","6","99","","","","","","","","","","","",""
"050131","Montreal","3259 Ste-Catherine Est","45.539928","-73.540388","25","PE,LU,P6,R","PM2.5","10","9","10","7","7","7","10","7","7","6","7","7","8","6","93","","","","","","","","","","","",""
"050134","Montreal","2580 Saint-Joseph Est","45.54271","-73.57176","53","PE,LU,P6,I","NO","7","7","4","3","3","2","1","1","2","6","3","4","4","6","99","","","","","","","","","","","",""
"050134","Montreal","2580 Saint-Joseph Est","45.54271","-73.57176","53","PE,LU,P6,I","NO2","14","15","13","8","7","8","6","5","6","8","9","12","9","7","99","","","","","","","","","","","",""
"050134","Montreal","2580 Saint-Joseph Est","45.54271","-73.57176","53","PE,LU,P6,I","NOX","21","21","16","11","10","9","8","7","8","14","12","16","13","12","99","","","","","","","","","","","",""
"050134","Montreal","2580 Saint-Joseph Est","45.54271","-73.57176","53","PE,LU,P6,I","O3","21","25","32","30","28","28","30","25","19","16","20","20","24","11","99","","","","","","","","","","","",""
"050134","Montreal","2580 Saint-Joseph Est","45.54271","-73.57176","53","PE,LU,P6,I","PM2.5","8","7","8","5","5","6","7","5","4","5","6","7","6","5","99","","","","","","","","","","","",""
"050134","Montreal","2580 Saint-Joseph Est","45.54271","-73.57176","53","PE,LU,P6,I","SO2","0.5","0.5","0.5","0.4","0.2","0.4","0.2","0.3","0.3","0.3","0.4","0.2","0.3","0.9","99","","","","","","","","","","","",""
"050135","Montreal","4240 Rue Charleroi","45.5934","-73.63726","41","PE,LU,P6,R","CO","0.25","0.25","0.23","0.2","0.18","0.18","0.19","0.18","0.19","0.21","0.21","0.22","0.21","0.08","99","","","","","","","","","","","",""
"050135","Montreal","4240 Rue Charleroi","45.5934","-73.63726","41","PE,LU,P6,R","NO","8","8","4","3","2","2","2","2","3","5","5","5","4","6","99","","","","","","","","","","","",""
"050135","Montreal","4240 Rue Charleroi","45.5934","-73.63726","41","PE,LU,P6,R","NO2","14","15","11","8","7","7","6","6","7","9","10","11","9","7","99","","","","","","","","","","","",""
"050135","Montreal","4240 Rue Charleroi","45.5934","-73.63726","41","PE,LU,P6,R","NOX","22","22","15","10","9","9","8","8","11","14","15","16","13","12","99","","","","","","","","","","","",""
"050135","Montreal","4240 Rue Charleroi","45.5934","-73.63726","41","PE,LU,P6,R","O3","23","28","34","31","28","27","28","24","19","16","20","21","25","11","99","","","","","","","","","","","",""
"050135","Montreal","4240 Rue Charleroi","45.5934","-73.63726","41","PE,LU,P6,R","PM2.5","10","10","9","6","6","7","10","6","6","7","7","8","8","6","98","","","","","","","","","","","",""
"050136","Montreal","75 Rue Ontario Est","45.512189","-73.566842","32","PE,LU,P6,R","CO","0.25","0.24","0.23","0.2","0.18","0.18","0.2","0.19","0.2","0.2","0.21","0.21","0.21","0.06","100","","","","","","","","","","","",""
"050136","Montreal","75 Rue Ontario Est","45.512189","-73.566842","32","PE,LU,P6,R","NO","7","5","3","2","2","2","2","2","2","5","4","5","3","7","95","","","","","","","","","","","",""
"050136","Montreal","75 Rue Ontario Est","45.512189","-73.566842","32","PE,LU,P6,R","NO2","16","16","15","10","8","8","7","7","8","11","14","14","11","7","95","","","","","","","","","","","",""
"050136","Montreal","75 Rue Ontario Est","45.512189","-73.566842","32","PE,LU,P6,R","NOX","22","21","18","12","10","10","9","9","11","16","18","19","15","13","95","","","","","","","","","","","",""
"050136","Montreal","75 Rue Ontario Est","45.512189","-73.566842","32","PE,LU,P6,R","O3","21","26","31","30","27","27","28","24","18","15","18","19","24","10","99","","","","","","","","","","","",""
"050136","Montreal","75 Rue Ontario Est","45.512189","-73.566842","32","PE,LU,P6,R","PM2.5","8","8","8","5","5","6","8","6","6","6","7","8","7","5","100","","","","","","","","","","","",""
"050136","Montreal","75 Rue Ontario Est","45.512189","-73.566842","32","PE,LU,P6,R","SO2","0.2","0.3","0.3","0.2","0.2","0.4","0.2","0.4","0.3","0.3","0.3","0.3","0.3","0.6","98","","","","","","","","","","","",""
"050137","Terrebonne","Rues Vaillant Et De Grand-Champ","45.70476","-73.65776","34","PE,LU,P4,R","NO","2","2","1","1","1","1","1","1","1","2","2","1","1","3","96","","","","","","","","","","","",""
"050137","Terrebonne","Rues Vaillant Et De Grand-Champ","45.70476","-73.65776","34","PE,LU,P4,R","NO2","7","7","6","3","4","3","3","4","4","5","6","6","5","5","96","","","","","","","","","","","",""
"050137","Terrebonne","Rues Vaillant Et De Grand-Champ","45.70476","-73.65776","34","PE,LU,P4,R","NOX","9","8","7","4","4","4","3","4","5","7","8","8","6","7","96","","","","","","","","","","","",""
"050137","Terrebonne","Rues Vaillant Et De Grand-Champ","45.70476","-73.65776","34","PE,LU,P4,R","O3","27","32","37","33","29","26","27","23","20","18","23","25","26","11","96","","","","","","","","","","","",""
"050137","Terrebonne","Rues Vaillant Et De Grand-Champ","45.70476","-73.65776","34","PE,LU,P4,R","PM2.5","11","9","9","6","6","6","11","7","6","7","9","10","8","6","96","","","","","","","","","","","",""
"050138","Montreal","1540 Roberval","45.464611","-73.582583","25","T,LU,P6,R","NO","10","10","6","6","3","3","4","2","4","9","9","5","6","14","97","","","","","","","","","","","",""
"050138","Montreal","1540 Roberval","45.464611","-73.582583","25","T,LU,P6,R","NO2","16","16","13","10","8","8","8","7","7","10","13","11","11","8","97","","","","","","","","","","","",""
"050138","Montreal","1540 Roberval","45.464611","-73.582583","25","T,LU,P6,R","NOX","26","27","19","16","11","12","11","9","11","20","22","15","16","20","97","","","","","","","","","","","",""
"050138","Montreal","1540 Roberval","45.464611","-73.582583","25","T,LU,P6,R","O3","20","24","30","27","26","25","26","23","18","14","18","20","22","11","97","","","","","","","","","","","",""
"050138","Montreal","1540 Roberval","45.464611","-73.582583","25","T,LU,P6,R","PM2.5","9","9","9","7","7","9","12","7","7","8","9","9","9","7","95","","","","","","","","","","","",""
"050204","Gatineau","255 St-Redempteur, Hull","45.435987","-75.723429","62","PE,LU,P5,R","CO","0.21","0.23","0.22","0.18","0.17","0.16","0.18","0.17","0.17","0.18","0.19","0.21","0.19","0.07","96","","","","","","","","","","","",""
